Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,year,FundsSource,
291,C. Charleston,50000,0,50000,0,0,0,0,0,0,0,0,2018,USDA,
291,Oakland U.,50000,0,0,50000,0,0,0,0,0,0,0,2018,USDA,
293,"U. California, San Francisco",49000,0,0,49000,0,0,0,0,0,0,0,2018,USDA,
293,"U. Michigan, Flint",49000,0,0,0,0,0,0,49000,0,0,0,2018,USDA,
293,"U. Pittsburgh, Pittsburgh",49000,0,0,32000,0,0,0,0,0,17000,0,2018,USDA,
296,Appalachian State U.,48000,7000,24000,17000,0,0,0,0,0,0,0,2018,USDA,
296,Furman U.,48000,0,44000,4000,0,0,0,0,0,0,0,2018,USDA,
296,Williams C.,48000,0,0,0,0,0,0,48000,0,0,0,2018,USDA,
299,Drake U.,47000,0,0,32000,0,0,0,0,0,0,15000,2018,USDA,
299,Southern Connecticut State U.,47000,0,0,47000,0,0,0,0,0,0,0,2018,USDA,
299,"U. Virginia, Charlottesville",47000,0,0,5000,0,0,0,32000,0,0,10000,2018,USDA,
302,U. Tulsa,45000,0,0,45000,0,0,0,0,0,0,0,2018,USDA,
303,"Rutgers, State U. New Jersey, Newark",44000,0,44000,0,0,0,0,0,0,0,0,2018,USDA,
303,Willamette U.,44000,0,0,0,0,0,0,44000,0,0,0,2018,USDA,
305,U. Houston,43000,0,10000,0,0,0,0,0,0,0,33000,2018,USDA,
305,"U. Nebraska, Omaha",43000,0,0,0,0,0,0,43000,0,0,0,2018,USDA,
307,Clark Atlanta U.,42000,0,0,0,0,42000,0,0,0,0,0,2018,USDA,
307,Northeast Ohio Medical U.,42000,0,0,42000,0,0,0,0,0,0,0,2018,USDA,
309,U. Northern Iowa,40000,0,0,40000,0,0,0,0,0,0,0,2018,USDA,
310,Gettysburg C.,39000,0,0,39000,0,0,0,0,0,0,0,2018,USDA,
311,"CUNY, Hunter C.",37000,0,0,0,0,0,0,37000,0,0,0,2018,USDA,
311,Eastern Kentucky U.,37000,0,0,4000,0,0,0,2000,0,0,31000,2018,USDA,
313,"California State U., Los Angeles",36000,0,0,36000,0,0,0,0,0,0,0,2018,USDA,
313,Northern Illinois U.,36000,0,0,32000,0,0,0,4000,0,0,0,2018,USDA,
313,U. Southern Maine,36000,0,0,10000,0,0,0,26000,0,0,0,2018,USDA,
316,James Madison U.,35000,0,0,21000,0,7000,0,7000,0,0,0,2018,USDA,
317,Morehouse C.,33000,0,0,33000,0,0,0,0,0,0,0,2018,USDA,
317,Swarthmore C.,33000,0,0,0,33000,0,0,0,0,0,0,2018,USDA,
319,New Jersey Institute of Technology,31000,0,0,0,0,0,0,0,0,28000,3000,2018,USDA,
319,Western Washington U.,31000,0,1000,30000,0,0,0,0,0,0,0,2018,USDA,
321,"U. Illinois, Springfield",30000,0,0,0,0,0,0,30000,0,0,0,2018,USDA,
322,Reed C.,29000,0,0,26000,0,0,0,3000,0,0,0,2018,USDA,
322,U. New Orleans,29000,0,29000,0,0,0,0,0,0,0,0,2018,USDA,
324,Brown U.,28000,0,28000,0,0,0,0,0,0,0,0,2018,USDA,
324,Southern Methodist U.,28000,0,6000,0,0,0,0,22000,0,0,0,2018,USDA,
326,C. Wooster,25000,0,0,25000,0,0,0,0,0,0,0,2018,USDA,
326,Creighton U.,25000,0,0,21000,0,0,0,1000,0,0,3000,2018,USDA,
326,Fordham U.,25000,0,0,0,0,0,0,25000,0,0,0,2018,USDA,
326,Morgan State U.,25000,0,0,25000,0,0,0,0,0,0,0,2018,USDA,
326,Texas A&M U.-Commerce,25000,0,0,25000,0,0,0,0,0,0,0,2018,USDA,
331,Lehigh U.,23000,0,0,0,0,0,0,0,0,0,23000,2018,USDA,
331,U. Rochester,23000,0,0,23000,0,0,0,0,0,0,0,2018,USDA,
331,U. Wisconsin-Stevens Point,23000,0,3000,12000,0,0,0,1000,0,4000,3000,2018,USDA,
334,Alaska Pacific U.,20000,0,0,20000,0,0,0,0,0,0,0,2018,USDA,
334,Central Michigan U.,20000,0,0,2000,0,0,14000,4000,0,0,0,2018,USDA,
334,Loyola Marymount U.,20000,0,0,0,0,0,0,0,20000,0,0,2018,USDA,
334,Smith C.,20000,0,0,0,0,0,0,0,0,20000,0,2018,USDA,
334,"U. North Texas, Health Science Center",20000,0,0,20000,0,0,0,0,0,0,0,2018,USDA,
334,"U. Washington, Tacoma",20000,0,7000,0,0,0,0,0,0,0,13000,2018,USDA,
340,Canisius C.,19000,0,0,0,0,19000,0,0,0,0,0,2018,USDA,
340,Georgia Southern U.,19000,0,0,0,0,0,0,2000,0,17000,0,2018,USDA,
340,Hope C.,19000,0,0,19000,0,0,0,0,0,0,0,2018,USDA,
343,Princeton U.,18000,0,0,18000,0,0,0,0,0,0,0,2018,USDA,
343,U. Wisconsin-Oshkosh,18000,0,3000,11000,0,0,0,2000,0,0,2000,2018,USDA,
345,"Minnesota State U., Mankato",17000,0,0,17000,0,0,0,0,0,0,0,2018,USDA,
345,U. Colorado Colorado Springs,17000,0,17000,0,0,0,0,0,0,0,0,2018,USDA,
347,Grand Valley State U.,15000,0,0,15000,0,0,0,0,0,0,0,2018,USDA,
348,Sul Ross State U.,14000,0,0,14000,0,0,0,0,0,0,0,2018,USDA,
349,Kennesaw State U.,13000,0,0,13000,0,0,0,0,0,0,0,2018,USDA,
350,Bowie State U.,12000,0,0,12000,0,0,0,0,0,0,0,2018,USDA,
350,Clark U.,12000,0,0,0,0,0,0,12000,0,0,0,2018,USDA,
350,Indiana State U.,12000,0,0,12000,0,0,0,0,0,0,0,2018,USDA,
350,Woods Hole Oceanographic Institution,12000,0,12000,0,0,0,0,0,0,0,0,2018,USDA,
354,Ball State U.,11000,0,0,9000,0,0,0,2000,0,0,0,2018,USDA,
355,Morehead State U.,10000,0,0,10000,0,0,0,0,0,0,0,2018,USDA,
355,"U. Missouri, Kansas City",10000,0,0,0,0,0,0,0,0,1000,9000,2018,USDA,
355,U. Wisconsin-Green Bay,10000,0,2000,6000,0,0,0,0,0,1000,1000,2018,USDA,
358,Bowling Green State U.,8000,0,7000,1000,0,0,0,0,0,0,0,2018,USDA,
359,Colorado C.,7000,0,0,1000,0,0,0,6000,0,0,0,2018,USDA,
359,Salisbury U.,7000,0,0,0,0,0,0,0,0,0,7000,2018,USDA,
359,U. Baltimore,7000,0,0,0,0,0,0,7000,0,0,0,2018,USDA,
362,Connecticut C.,6000,0,0,0,0,2000,0,4000,0,0,0,2018,USDA,
362,Franklin and Marshall C.,6000,0,0,6000,0,0,0,0,0,0,0,2018,USDA,
362,Quinnipiac U.,6000,0,0,6000,0,0,0,0,0,0,0,2018,USDA,
362,Rhode Island School of Design,6000,0,0,6000,0,0,0,0,0,0,0,2018,USDA,
362,"SUNY, C. Brockport",6000,0,0,6000,0,0,0,0,0,0,0,2018,USDA,
362,U. Richmond,6000,0,0,6000,0,0,0,0,0,0,0,2018,USDA,
368,Central Washington U.,5000,0,4000,0,0,0,0,1000,0,0,0,2018,USDA,
368,Colby C.,5000,0,0,0,0,0,0,5000,0,0,0,2018,USDA,
368,"CUNY, Queens C.",5000,0,0,5000,0,0,0,0,0,0,0,2018,USDA,
368,Haverford C.,5000,0,0,0,0,0,0,0,0,0,5000,2018,USDA,
368,Keck Graduate Institute,5000,0,0,4000,0,0,0,0,0,0,1000,2018,USDA,
368,Northeastern U.,5000,0,1000,4000,0,0,0,0,0,0,0,2018,USDA,
374,East Tennessee State U.,4000,0,0,0,0,4000,0,0,0,0,0,2018,USDA,
374,Hult International Business School,4000,0,0,0,1000,0,0,3000,0,0,0,2018,USDA,
374,U. Central Arkansas,4000,0,4000,0,0,0,0,0,0,0,0,2018,USDA,
377,Biola U.,3000,0,0,2000,0,0,0,0,0,1000,0,2018,USDA,
377,Grinnell C.,3000,0,0,3000,0,0,0,0,0,0,0,2018,USDA,
377,Johnson C. Smith U.,3000,0,0,3000,0,0,0,0,0,0,0,2018,USDA,
377,Nova Southeastern U.,3000,0,0,3000,0,0,0,0,0,0,0,2018,USDA,
381,DePaul U.,2000,0,2000,0,0,0,0,0,0,0,0,2018,USDA,
381,Lake Superior State U.,2000,0,0,2000,0,0,0,0,0,0,0,2018,USDA,
381,Mills C.,2000,0,0,0,0,0,0,0,0,0,2000,2018,USDA,
381,Murray State U.,2000,0,0,2000,0,0,0,0,0,0,0,2018,USDA,
381,Roger Williams U.,2000,0,2000,0,0,0,0,0,0,0,0,2018,USDA,
381,U. Dayton,2000,0,0,2000,0,0,0,0,0,0,0,2018,USDA,
381,"U. Michigan, Dearborn",2000,0,0,0,0,0,0,2000,0,0,0,2018,USDA,
381,U. North Georgia,2000,0,0,2000,0,0,0,0,0,0,0,2018,USDA,
389,Eastern Michigan U.,1000,0,0,1000,0,0,0,0,0,0,0,2018,USDA,
389,McNeese State U.,1000,0,0,1000,0,0,0,0,0,0,0,2018,USDA,
389,Santa Clara U.,1000,0,0,1000,0,0,0,0,0,0,0,2018,USDA,
-,All institutions,1221317000,6362000,39695000,986905000,5184000,6326000,10962000,31662000,7483000,76497000,50241000,2019,USDA,
1,North Carolina State U.,42846000,0,841000,36832000,77000,23000,110000,1234000,210000,3496000,23000,2019,USDA,
2,"Colorado State U., Fort Collins",41555000,0,8399000,28094000,356000,49000,0,1398000,53000,1132000,2074000,2019,USDA,
3,U. Florida,40427000,0,628000,34607000,184000,146000,0,633000,0,2358000,1871000,2019,USDA,
4,Cornell U.,37785000,27000,17000,35263000,0,0,141000,379000,0,914000,1044000,2019,USDA,
5,"Texas A&M U., College Station and Health Science Center",37402000,148000,1722000,32713000,150000,34000,0,1257000,0,306000,1072000,2019,USDA,
6,Washington State U.,36317000,0,110000,30513000,50000,0,0,896000,18000,3125000,1605000,2019,USDA,
7,"U. California, Davis",36057000,41000,1151000,32098000,111000,0,0,600000,0,2056000,0,2019,USDA,
8,Michigan State U.,34267000,0,1039000,30304000,6000,0,0,540000,29000,1743000,606000,2019,USDA,
9,Ohio State U.,33905000,0,9000,19424000,0,27000,0,116000,56000,2163000,12110000,2019,USDA,
10,"Pennsylvania State U., University Park and Hershey Medical Center",32342000,12000,651000,24871000,2000,169000,6066000,272000,0,276000,23000,2019,USDA,
11,Oregon State U.,31364000,3107000,391000,23058000,7000,80000,0,334000,1998000,2260000,129000,2019,USDA,
12,Mississippi State U.,31137000,0,5000,26240000,0,49000,0,2788000,8000,1961000,86000,2019,USDA,
13,"U. Minnesota, Twin Cities",29714000,342000,0,19931000,0,21000,925000,1963000,0,6362000,170000,2019,USDA,
14,Iowa State U.,29336000,46000,0,21435000,3431000,264000,189000,270000,1248000,2393000,60000,2019,USDA,
15,U. Marylanda,26761000,45000,135000,24769000,0,87000,0,284000,0,791000,650000,2019,USDA,
16,U. Georgia,26571000,0,95000,23585000,4000,0,88000,1656000,0,1121000,22000,2019,USDA,
17,"Purdue U., West Lafayette",23791000,0,28000,18808000,12000,0,0,356000,0,3537000,1050000,2019,USDA,
18,Kansas State U.,23474000,66000,931000,18820000,0,0,1923000,106000,0,776000,852000,2019,USDA,
19,U. Wisconsin-Madison,22377000,0,0,20346000,0,0,0,143000,10000,1839000,39000,2019,USDA,
20,"U. Nebraska, Lincoln",21174000,272000,0,18868000,23000,0,4000,44000,0,1799000,164000,2019,USDA,
21,"U. Illinois, Urbana-Champaign",19682000,93000,0,13852000,1000,8000,1043000,51000,0,2542000,2092000,2019,USDA,
22,Virginia Polytechnic Institute and State U.,19204000,163000,11000,16794000,103000,0,30000,479000,0,883000,741000,2019,USDA,
23,"U. Tennessee, Knoxville, Institute of Agriculture",17338000,0,0,14855000,0,0,0,0,0,2483000,0,2019,USDA,
24,"Rutgers, State U. New Jersey, New Brunswick",17022000,0,21000,16996000,0,5000,0,0,0,0,0,2019,USDA,
25,U. Maine,16162000,0,669000,13776000,0,0,0,0,0,865000,852000,2019,USDA,
26,U. Arizona,16066000,0,214000,12607000,8000,0,0,857000,0,2362000,18000,2019,USDA,
27,Tufts U.,15811000,0,0,6812000,0,872000,0,0,15000,603000,7509000,2019,USDA,
28,"U. Missouri, Columbia",15495000,0,0,14364000,35000,0,0,12000,0,1084000,0,2019,USDA,
29,Baylor C. of Medicine,14812000,0,0,14812000,0,0,0,0,0,0,0,2019,USDA,
30,South Dakota State U.,14709000,0,162000,13276000,0,0,107000,363000,0,706000,95000,2019,USDA,
31,U. Idaho,13853000,0,319000,12645000,0,0,0,260000,0,512000,117000,2019,USDA,
32,U. Kentucky,13762000,206000,42000,11326000,0,0,0,13000,0,1050000,1125000,2019,USDA,
33,Utah State U.,13648000,0,0,13174000,1000,0,0,18000,0,403000,52000,2019,USDA,
34,"U. Arkansas, Fayetteville",12538000,35000,53000,11164000,19000,0,0,173000,0,750000,344000,2019,USDA,
35,"Auburn U., Auburn",10176000,0,408000,8851000,0,0,0,3000,0,868000,46000,2019,USDA,
36,North Dakota State U.,9766000,0,0,8912000,0,0,7000,66000,0,714000,67000,2019,USDA,
37,"Louisiana State U., Baton Rouge",9587000,0,30000,9226000,0,0,0,0,0,317000,14000,2019,USDA,
38,"Montana State U., Bozeman",9373000,0,303000,8721000,23000,0,0,14000,0,280000,32000,2019,USDA,
39,"Oklahoma State U., Stillwater",9200000,11000,35000,6487000,0,0,22000,99000,0,2174000,372000,2019,USDA,
40,Florida A&M U.,8753000,0,170000,8215000,0,0,0,0,0,368000,0,2019,USDA,
41,"U. Hawaii, Manoa",8739000,0,0,7277000,0,0,0,29000,716000,592000,125000,2019,USDA,
42,"U. Massachusetts, Amherst",7999000,0,96000,7330000,4000,8000,0,8000,0,170000,383000,2019,USDA,
43,"U. California, Riverside",7953000,0,1015000,6300000,14000,0,0,63000,0,561000,0,2019,USDA,
44,New Mexico State U.,7496000,0,495000,6228000,0,85000,0,8000,40000,640000,0,2019,USDA,
45,U. Vermont,7413000,0,0,7413000,0,0,0,0,0,0,0,2019,USDA,
46,West Virginia U.,7212000,0,297000,6501000,0,0,0,0,208000,201000,5000,2019,USDA,
47,Alcorn State U.,7129000,0,0,4752000,0,0,0,2377000,0,0,0,2019,USDA,
48,U. Wyoming,6803000,5000,0,6291000,0,0,0,75000,432000,0,0,2019,USDA,
49,"U. Washington, Seattle",6650000,0,312000,6243000,0,0,0,2000,0,93000,0,2019,USDA,
50,"U. Montana, Missoula",6527000,39000,263000,5493000,0,0,0,732000,0,0,0,2019,USDA,
51,U. New Hampshire,6461000,0,690000,5677000,0,0,0,48000,0,16000,30000,2019,USDA,
52,U. Rhode Island,6419000,0,3216000,2775000,0,0,0,409000,16000,0,3000,2019,USDA,
53,U. Mississippi,6183000,0,145000,4301000,0,443000,0,0,0,1163000,131000,2019,USDA,
54,Clemson U.,5737000,427000,0,2456000,0,0,0,0,0,210000,2644000,2019,USDA,
55,Langston U.,5663000,0,0,5431000,0,0,0,0,0,0,232000,2019,USDA,
56,Tennessee State U.,5555000,82000,0,5347000,0,0,0,0,0,0,126000,2019,USDA,
57,"U. Nevada, Reno",5516000,0,314000,4207000,0,245000,0,539000,56000,155000,0,2019,USDA,
58,U. Connecticut,5407000,0,113000,4403000,0,0,52000,756000,0,69000,14000,2019,USDA,
59,Prairie View A&M U.,5401000,0,0,5236000,0,0,0,0,0,165000,0,2019,USDA,
60,North Carolina Agricultural and Technical State U.,5371000,0,14000,5231000,0,0,0,0,0,0,126000,2019,USDA,
61,Tuskegee U.,5362000,0,0,5107000,0,0,0,255000,0,0,0,2019,USDA,
62,U. Delaware,5352000,0,87000,4123000,0,0,0,994000,45000,99000,4000,2019,USDA,
63,Kentucky State U.,4398000,0,0,4398000,0,0,0,0,0,0,0,2019,USDA,
64,Virginia State U.,4198000,0,157000,3987000,0,0,0,54000,0,0,0,2019,USDA,
65,Tarleton State U.,4194000,0,214000,3980000,0,0,0,0,0,0,0,2019,USDA,
66,Texas A&M U.-Kingsville,4008000,0,0,3966000,0,0,0,0,0,42000,0,2019,USDA,
67,Fort Valley State U.,3974000,0,0,3973000,0,0,0,0,0,0,1000,2019,USDA,
68,Northern Arizona U.,3731000,27000,425000,3090000,0,0,0,0,106000,83000,0,2019,USDA,
69,"U. Arkansas, Pine Bluff",3693000,0,0,3693000,0,0,0,0,0,0,0,2019,USDA,
70,"U. California, Berkeley",3686000,0,0,2941000,0,0,0,0,293000,265000,187000,2019,USDA,
71,Delaware State U.,3191000,0,0,3025000,0,0,0,166000,0,0,0,2019,USDA,
72,"Southern U. and A&M C., Agricultural Research and Extension Center",3057000,0,0,3057000,0,0,0,0,0,0,0,2019,USDA,
73,West Virginia State U.,2786000,0,0,2786000,0,0,0,0,0,0,0,2019,USDA,
74,U. Guam,2733000,0,32000,2680000,0,0,0,0,0,0,21000,2019,USDA,
75,U. of the Virgin Islands,2694000,0,0,2642000,0,0,0,1000,0,0,51000,2019,USDA,
76,"U. North Carolina, Chapel Hill",2615000,0,15000,2311000,0,0,0,11000,0,0,278000,2019,USDA,
77,Arizona State U.,2452000,0,0,652000,256000,0,186000,1056000,242000,60000,0,2019,USDA,
78,"Lincoln U., Jefferson City",2355000,0,0,2281000,0,0,0,1000,73000,0,0,2019,USDA,
79,"U. Nevada, Las Vegas",2328000,0,1896000,177000,0,0,0,0,0,234000,21000,2019,USDA,
80,"U. Texas, El Paso",2105000,0,82000,610000,0,186000,0,541000,0,686000,0,2019,USDA,
81,"U. Tennessee, Knoxville",2031000,0,35000,962000,0,157000,0,120000,77000,544000,136000,2019,USDA,
82,U. North Dakota,2029000,0,125000,49000,0,0,0,0,0,14000,1841000,2019,USDA,
83,U. Texas Rio Grande Valley,2018000,47000,0,1461000,0,483000,0,0,0,0,27000,2019,USDA,
84,"U. Texas Health Science Center, Houston",1917000,0,0,1917000,0,0,0,0,0,0,0,2019,USDA,
85,Cold Spring Harbor Laboratory,1914000,0,0,1914000,0,0,0,0,0,0,0,2019,USDA,
86,"U. Alaska, Fairbanks",1906000,11000,6000,752000,0,0,0,23000,591000,34000,489000,2019,USDA,
87,U. of the District of Columbia,1840000,0,0,1083000,0,0,0,0,0,0,757000,2019,USDA,
88,Texas Tech U.,1832000,0,0,1563000,0,20000,0,0,0,92000,157000,2019,USDA,
88,U. Colorado Boulder,1832000,0,382000,442000,0,0,0,116000,0,892000,0,2019,USDA,
90,U. Central Florida,1795000,0,0,231000,0,0,0,0,0,1349000,215000,2019,USDA,
91,"U. Michigan, Ann Arbor",1773000,0,0,1609000,0,0,25000,107000,0,32000,0,2019,USDA,
92,"SUNY, C. of Environmental Science and Forestry",1754000,2000,169000,1277000,0,44000,0,35000,0,227000,0,2019,USDA,
93,Central State U.,1742000,0,159000,1583000,0,0,0,0,0,0,0,2019,USDA,
94,Michigan Technological U.,1584000,0,1578000,0,0,0,0,6000,0,0,0,2019,USDA,
95,"U. Maryland, Eastern Shore",1570000,0,239000,611000,0,0,0,720000,0,0,0,2019,USDA,
96,"Arkansas State U., Jonesboro",1479000,0,0,1479000,0,0,0,0,0,0,0,2019,USDA,
97,U. Southern Mississippi,1407000,0,18000,330000,0,0,0,0,0,0,1059000,2019,USDA,
98,"U. Oklahoma, Norman and Health Science Center",1367000,15000,101000,1138000,0,0,0,0,0,113000,0,2019,USDA,
99,Florida International U.,1332000,0,0,1147000,0,0,0,0,0,0,185000,2019,USDA,
100,Boise State U.,1325000,0,88000,1101000,0,111000,0,8000,0,0,17000,2019,USDA,
101,U. Pennsylvania,1319000,0,54000,614000,0,0,0,165000,0,474000,12000,2019,USDA,
102,Johns Hopkins U.,1309000,0,543000,95000,0,0,0,0,0,671000,0,2019,USDA,
103,"U. California, Santa Cruz",1233000,0,1046000,77000,0,0,0,37000,0,0,73000,2019,USDA,
104,"U. California, San Diego",1176000,0,22000,1029000,0,0,0,125000,0,0,0,2019,USDA,
105,Portland State U.,1123000,0,78000,912000,0,0,0,133000,0,0,0,2019,USDA,
106,U. New Mexico,1120000,0,168000,602000,0,67000,0,0,0,30000,253000,2019,USDA,
107,Desert Research Institute,1097000,0,1097000,0,0,0,0,0,0,0,0,2019,USDA,
108,"U. Puerto Rico, Mayaguez",1084000,0,0,912000,0,56000,0,25000,0,91000,0,2019,USDA,
109,"California Polytechnic State U., San Luis Obispo",1068000,0,0,1008000,0,0,0,55000,0,0,5000,2019,USDA,
110,Georgia Institute of Technology,1059000,6000,0,129000,0,0,0,6000,0,898000,20000,2019,USDA,
111,Texas State U.,1043000,0,0,296000,0,563000,0,0,0,184000,0,2019,USDA,
112,"U. California, Merced",1022000,0,108000,173000,0,0,0,0,0,715000,26000,2019,USDA,
113,St. Edward's U.,1000000,100000,200000,400000,0,100000,0,100000,100000,0,0,2019,USDA,
114,Florida State U.,993000,0,215000,778000,0,0,0,0,0,0,0,2019,USDA,
115,"Southern Illinois U., Carbondale",952000,0,4000,614000,0,0,0,0,334000,0,0,2019,USDA,
116,Duke U.,946000,0,236000,315000,0,0,0,387000,0,7000,1000,2019,USDA,
117,Syracuse U.,917000,0,31000,533000,0,0,0,287000,0,66000,0,2019,USDA,
118,Dartmouth C. and Dartmouth Hitchcock Medical Center,897000,0,0,212000,0,0,0,54000,0,631000,0,2019,USDA,
119,American Samoa Community C.,860000,0,0,860000,0,0,0,0,0,0,0,2019,USDA,
120,New York U.,845000,0,0,845000,0,0,0,0,0,0,0,2019,USDA,
121,"U. Puerto Rico, Rio Piedras",830000,0,299000,220000,0,311000,0,0,0,0,0,2019,USDA,
122,"U. North Carolina, Greensboro",816000,0,0,657000,0,0,0,159000,0,0,0,2019,USDA,
123,Indiana U. Pennsylvania,748000,0,0,748000,0,0,0,0,0,0,0,2019,USDA,
124,"U. Maryland, Baltimore County",737000,0,269000,456000,0,0,0,2000,10000,0,0,2019,USDA,
125,North Carolina Central U.,702000,0,109000,0,0,0,0,0,0,160000,433000,2019,USDA,
126,Hawaii Pacific U.,700000,0,0,700000,0,0,0,0,0,0,0,2019,USDA,
127,U. Kansas,686000,18000,57000,179000,0,0,0,0,0,170000,262000,2019,USDA,
128,Carnegie Mellon U.,685000,0,0,685000,0,0,0,0,0,0,0,2019,USDA,
129,U. Texas Southwestern Medical Center,684000,0,0,684000,0,0,0,0,0,0,0,2019,USDA,
130,Western Kentucky U.,664000,0,75000,418000,0,171000,0,0,0,0,0,2019,USDA,
131,U. Southern California,650000,383000,0,1000,0,38000,13000,57000,0,158000,0,2019,USDA,
132,Colorado School of Mines,637000,0,78000,288000,0,0,0,15000,0,256000,0,2019,USDA,
133,"U. Minnesota, Duluth",636000,0,53000,562000,0,0,0,0,0,21000,0,2019,USDA,
134,"U. Texas, San Antonio",632000,0,0,58000,0,165000,0,0,0,409000,0,2019,USDA,
135,Missouri State U.,630000,0,0,630000,0,0,0,0,0,0,0,2019,USDA,
136,Middle Tennessee State U.,610000,0,146000,454000,0,10000,0,0,0,0,0,2019,USDA,
137,Humboldt State U.,601000,0,3000,546000,0,0,0,52000,0,0,0,2019,USDA,
138,George Washington U.,597000,103000,0,126000,0,0,0,0,0,199000,169000,2019,USDA,
139,"U. Alabama, Tuscaloosa",595000,0,0,426000,0,0,0,169000,0,0,0,2019,USDA,
140,Sam Houston State U.,583000,0,0,390000,50000,0,0,143000,0,0,0,2019,USDA,
141,"U. South Carolina, Columbia",582000,13000,0,287000,0,8000,0,0,0,1000,273000,2019,USDA,
142,New York Institute of Technology,568000,0,0,568000,0,0,0,0,0,0,0,2019,USDA,
143,Stephen F. Austin State U.,560000,0,0,537000,0,0,0,23000,0,0,0,2019,USDA,
144,"Indiana U., Bloomington",541000,0,0,326000,0,0,0,215000,0,0,0,2019,USDA,
145,Yale U.,537000,0,0,537000,0,0,0,0,0,0,0,2019,USDA,
146,U. Toledo,529000,0,14000,486000,0,0,0,0,0,29000,0,2019,USDA,
147,Vanderbilt U. and Vanderbilt U. Medical Center,528000,0,0,528000,0,0,0,0,0,0,0,2019,USDA,
148,U. Utah,499000,0,43000,265000,0,13000,0,0,0,144000,34000,2019,USDA,
149,Tennessee Technological U.,495000,0,0,453000,0,0,0,0,0,42000,0,2019,USDA,
150,U. Iowa,494000,0,0,313000,0,68000,0,61000,0,52000,0,2019,USDA,
150,"U. Louisiana, Lafayette",494000,0,0,213000,0,0,0,163000,66000,52000,0,2019,USDA,
152,Albany State U.,484000,0,0,484000,0,0,0,0,0,0,0,2019,USDA,
153,"California State U., Monterey Bay",478000,0,0,478000,0,0,0,0,0,0,0,2019,USDA,
154,"U. South Florida, Tampa",471000,0,22000,13000,0,0,0,318000,0,108000,10000,2019,USDA,
155,Winston-Salem State U.,466000,0,0,0,0,0,0,0,0,0,466000,2019,USDA,
156,"U. California, Santa Barbara",463000,76000,127000,209000,0,0,0,51000,0,0,0,2019,USDA,
157,"U. Texas, Austin",455000,54000,75000,289000,0,0,0,0,0,24000,13000,2019,USDA,
158,"California State U., San Bernardino",447000,0,0,447000,0,0,0,0,0,0,0,2019,USDA,
159,"SUNY, U. Albany",441000,0,6000,349000,0,70000,16000,0,0,0,0,2019,USDA,
160,Boston U.,440000,0,253000,187000,0,0,0,0,0,0,0,2019,USDA,
161,Western U. of Health Sciences,430000,0,0,430000,0,0,0,0,0,0,0,2019,USDA,
162,Rice U.,423000,0,0,270000,0,0,0,0,0,153000,0,2019,USDA,
163,"U. Illinois, Chicago",411000,0,0,411000,0,0,0,0,0,0,0,2019,USDA,
164,"Brigham Young U., Provo",406000,0,0,162000,0,0,0,153000,0,91000,0,2019,USDA,
165,"California State U., Fresno",405000,0,0,405000,0,0,0,0,0,0,0,2019,USDA,
166,Wayne State U.,394000,0,0,29000,0,0,0,0,0,0,365000,2019,USDA,
167,U. Oregon,386000,0,0,164000,0,0,0,117000,0,0,105000,2019,USDA,
168,Drexel U.,368000,0,0,34000,0,0,0,0,0,334000,0,2019,USDA,
169,Rockefeller U.,366000,0,0,366000,0,0,0,0,0,0,0,2019,USDA,
170,Louisiana Tech U.,361000,0,0,361000,0,0,0,0,0,0,0,2019,USDA,
171,Illinois Institute of Technology,351000,0,0,351000,0,0,0,0,0,0,0,2019,USDA,
172,"U. North Texas, Denton",348000,0,0,215000,0,0,0,0,0,133000,0,2019,USDA,
172,William & Mary,348000,0,276000,34000,0,0,0,38000,0,0,0,2019,USDA,
174,"Indiana U.-Purdue U., Indianapolis",347000,89000,105000,0,0,0,0,83000,0,0,70000,2019,USDA,
175,U. Wisconsin-Milwaukee,346000,0,77000,214000,0,0,0,8000,0,47000,0,2019,USDA,
176,Illinois State U.,334000,0,0,334000,0,0,0,0,0,0,0,2019,USDA,
177,"California State U., Fullerton",333000,0,0,315000,0,0,0,0,0,0,18000,2019,USDA,
178,Alabama A&M U.,329000,2000,0,290000,2000,2000,4000,5000,0,12000,12000,2019,USDA,
179,Old Dominion U.,326000,0,0,92000,0,234000,0,0,0,0,0,2019,USDA,
180,"California State U., Bakersfield",321000,0,0,48000,57000,0,0,0,0,216000,0,2019,USDA,
180,San Jose State U.,321000,0,318000,3000,0,0,0,0,0,0,0,2019,USDA,
182,"U. Massachusetts, Medical School",320000,0,0,320000,0,0,0,0,0,0,0,2019,USDA,
183,U. Miami,314000,0,0,314000,0,0,0,0,0,0,0,2019,USDA,
183,Western Carolina U.,314000,0,19000,91000,0,0,0,204000,0,0,0,2019,USDA,
185,"California State U., Northridge",307000,0,0,307000,0,0,0,0,0,0,0,2019,USDA,
186,Rensselaer Polytechnic Institute,306000,0,0,0,0,0,0,0,0,0,306000,2019,USDA,
187,"U. Hawaii, Hilo",303000,0,4000,242000,0,0,0,3000,54000,0,0,2019,USDA,
188,Missouri U. of Science and Technology,288000,0,0,0,0,0,0,0,0,288000,0,2019,USDA,
