Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,FundsSource,State,system,HBC,HHE,year
383,Salisbury U.,10000,0,0,10000,0,0,0,0,0,0,0,AllOther,Maryland,Public,No,No,2022
372,Salisbury U.,3734000,225000,89000,112000,0,40000,0,3000,0,0,3265000,FedGovFunds,Maryland,Public,No,No,2022
322,Salisbury U.,3415000,97000,87000,821000,123000,286000,31000,63000,0,3000,1904000,InstitutionalFunds,Maryland,Public,No,No,2022
512,Salisbury U.,50000,0,0,36000,0,0,3000,0,0,0,11000,Nonprofit,Maryland,Public,No,No,2022
177,Salisbury U.,3405000,6000,706000,1203000,0,0,0,408000,0,0,1082000,StateLocalGov,Maryland,Public,No,No,2022
383,U. Wisconsin-Platteville,10000,0,0,4000,1000,0,0,0,0,2000,3000,AllOther,Wisconsin,Public (U. Wisconsin System),No,No,2022
314,U. Wisconsin-Platteville,305000,6000,0,142000,4000,18000,5000,29000,4000,34000,63000,Business,Wisconsin,Public (U. Wisconsin System),No,No,2022
603,U. Wisconsin-Platteville,435000,27000,0,179000,11000,46000,7000,22000,5000,99000,39000,FedGovFunds,Wisconsin,Public (U. Wisconsin System),No,No,2022
534,U. Wisconsin-Platteville,224000,4000,0,104000,3000,13000,4000,21000,3000,26000,46000,InstitutionalFunds,Wisconsin,Public (U. Wisconsin System),No,No,2022
528,U. Wisconsin-Platteville,35000,0,0,17000,0,2000,1000,4000,0,5000,6000,Nonprofit,Wisconsin,Public (U. Wisconsin System),No,No,2022
379,U. Wisconsin-Platteville,340000,7000,0,159000,4000,19000,6000,33000,5000,38000,69000,StateLocalGov,Wisconsin,Public (U. Wisconsin System),No,No,2022
387,Bowdoin C.,9000,0,0,9000,0,0,0,0,0,0,0,AllOther,Maine,Private,No,No,2022
464,Bowdoin C.,1867000,51000,230000,957000,29000,328000,107000,0,0,0,165000,FedGovFunds,Maine,Private,No,No,2022
473,Bowdoin C.,635000,13000,55000,309000,9000,27000,19000,58000,0,0,145000,InstitutionalFunds,Maine,Private,No,No,2022
478,Bowdoin C.,91000,0,18000,0,2000,21000,0,2000,0,0,48000,Nonprofit,Maine,Private,No,No,2022
483,Bowdoin C.,46000,0,46000,0,0,0,0,0,0,0,0,StateLocalGov,Maine,Private,No,No,2022
387,"Colorado State U., Pueblo",9000,0,0,9000,0,0,0,0,0,0,0,AllOther,Colorado,Public,No,Yes,2022
512,"Colorado State U., Pueblo",1278000,326000,0,952000,0,0,0,0,0,0,0,FedGovFunds,Colorado,Public,No,Yes,2022
570,"Colorado State U., Pueblo",82000,0,0,0,0,0,0,0,82000,0,0,InstitutionalFunds,Colorado,Public,No,Yes,2022
535,"Colorado State U., Pueblo",27000,0,0,0,0,0,0,27000,0,0,0,Nonprofit,Colorado,Public,No,Yes,2022
222,"Colorado State U., Pueblo",1721000,0,0,253000,0,0,0,0,0,0,1468000,StateLocalGov,Colorado,Public,No,Yes,2022
389,Towson U.,7000,0,0,0,0,0,0,0,0,0,7000,AllOther,Maryland,Public,No,No,2022
443,Towson U.,30000,2000,0,28000,0,0,0,0,0,0,0,Business,Maryland,Public,No,No,2022
403,Towson U.,2844000,909000,554000,618000,84000,493000,124000,27000,0,0,35000,FedGovFunds,Maryland,Public,No,No,2022
281,Towson U.,5513000,293000,100000,1120000,181000,345000,388000,738000,0,0,2348000,InstitutionalFunds,Maryland,Public,No,No,2022
415,Towson U.,217000,0,0,20000,4000,24000,52000,0,0,0,117000,Nonprofit,Maryland,Public,No,No,2022
425,Towson U.,177000,0,0,30000,0,18000,22000,51000,0,0,56000,StateLocalGov,Maryland,Public,No,No,2022
390,"California State U., Monterey Bay",6000,0,0,0,0,0,4000,2000,0,0,0,AllOther,California,Public,No,Yes,2022
423,"California State U., Monterey Bay",50000,36000,0,14000,0,0,0,0,0,0,0,Business,California,Public,No,Yes,2022
348,"California State U., Monterey Bay",5051000,949000,1021000,2496000,154000,431000,0,0,0,0,0,FedGovFunds,California,Public,No,Yes,2022
356,"California State U., Monterey Bay",2300000,81000,1147000,961000,21000,15000,4000,32000,0,0,39000,InstitutionalFunds,California,Public,No,Yes,2022
432,"California State U., Monterey Bay",164000,0,22000,87000,0,0,0,55000,0,0,0,Nonprofit,California,Public,No,Yes,2022
240,"California State U., Monterey Bay",1404000,451000,512000,419000,0,0,0,0,0,0,22000,StateLocalGov,California,Public,No,Yes,2022
390,"SUNY, Oswego",6000,0,0,2000,0,0,0,4000,0,0,0,AllOther,New York,Public,No,No,2022
593,"SUNY, Oswego",544000,30000,55000,82000,0,377000,0,0,0,0,0,FedGovFunds,New York,Public,No,No,2022
487,"SUNY, Oswego",549000,8000,9000,69000,0,72000,15000,20000,332000,0,24000,InstitutionalFunds,New York,Public,No,No,2022
487,"SUNY, Oswego",74000,0,0,38000,0,0,28000,0,8000,0,0,Nonprofit,New York,Public,No,No,2022
489,"SUNY, Oswego",36000,0,0,3000,0,1000,0,32000,0,0,0,StateLocalGov,New York,Public,No,No,2022
390,"U. North Texas, Denton",6000,0,0,0,0,0,0,0,0,0,6000,AllOther,Texas,Public,No,Yes,2022
195,"U. North Texas, Denton",1979000,98000,85000,810000,0,514000,90000,0,0,365000,17000,Business,Texas,Public,No,Yes,2022
226,"U. North Texas, Denton",23056000,2610000,240000,4277000,0,3134000,1017000,294000,0,10227000,1257000,FedGovFunds,Texas,Public,No,Yes,2022
117,"U. North Texas, Denton",61728000,6337000,299000,11132000,0,4885000,1982000,3633000,0,8496000,24964000,InstitutionalFunds,Texas,Public,No,Yes,2022
219,"U. North Texas, Denton",1762000,31000,3000,575000,0,223000,91000,12000,0,54000,773000,Nonprofit,Texas,Public,No,Yes,2022
146,"U. North Texas, Denton",5007000,48000,60000,937000,0,6000,6000,14000,0,3936000,0,StateLocalGov,Texas,Public,No,Yes,2022
390,U. Wisconsin-Eau Claire,6000,0,0,0,0,4000,0,0,0,0,2000,AllOther,Wisconsin,Public (U. Wisconsin System),No,No,2022
328,U. Wisconsin-Eau Claire,243000,30000,0,53000,0,95000,64000,1000,0,0,0,Business,Wisconsin,Public (U. Wisconsin System),No,No,2022
580,U. Wisconsin-Eau Claire,681000,0,35000,0,11000,438000,197000,0,0,0,0,FedGovFunds,Wisconsin,Public (U. Wisconsin System),No,No,2022
525,U. Wisconsin-Eau Claire,278000,16000,16000,73000,0,94000,31000,16000,0,0,32000,InstitutionalFunds,Wisconsin,Public (U. Wisconsin System),No,No,2022
539,U. Wisconsin-Eau Claire,24000,0,0,0,0,23000,1000,0,0,0,0,Nonprofit,Wisconsin,Public (U. Wisconsin System),No,No,2022
368,U. Wisconsin-Eau Claire,396000,0,84000,12000,0,300000,0,0,0,0,0,StateLocalGov,Wisconsin,Public (U. Wisconsin System),No,No,2022
390,U. Wisconsin-La Crosse,6000,0,0,6000,0,0,0,0,0,0,0,AllOther,Wisconsin,Public (U. Wisconsin System),No,No,2022
330,U. Wisconsin-La Crosse,227000,0,0,0,0,11000,0,216000,0,0,0,Business,Wisconsin,Public (U. Wisconsin System),No,No,2022
543,U. Wisconsin-La Crosse,968000,62000,9000,486000,43000,74000,0,294000,0,0,0,FedGovFunds,Wisconsin,Public (U. Wisconsin System),No,No,2022
423,U. Wisconsin-La Crosse,977000,0,10000,195000,0,30000,5000,631000,4000,0,102000,InstitutionalFunds,Wisconsin,Public (U. Wisconsin System),No,No,2022
489,U. Wisconsin-La Crosse,70000,0,0,11000,7000,25000,0,26000,0,0,1000,Nonprofit,Wisconsin,Public (U. Wisconsin System),No,No,2022
314,U. Wisconsin-La Crosse,694000,14000,16000,199000,9000,159000,11000,216000,9000,0,61000,StateLocalGov,Wisconsin,Public (U. Wisconsin System),No,No,2022
395,U. San Francisco,5000,0,0,5000,0,0,0,0,0,0,0,AllOther,California,Private,No,No,2022
592,U. San Francisco,547000,0,179000,158000,12000,102000,0,96000,0,0,0,FedGovFunds,California,Private,No,No,2022
407,U. San Francisco,1123000,15000,18000,521000,1000,70000,42000,176000,10000,3000,267000,InstitutionalFunds,California,Private,No,No,2022
293,U. San Francisco,717000,189000,109000,230000,0,0,0,0,19000,0,170000,Nonprofit,California,Private,No,No,2022
397,U. San Francisco,265000,0,68000,56000,0,0,0,0,0,0,141000,StateLocalGov,California,Private,No,No,2022
396,Citadel Military C. South Carolina,4000,0,0,1000,0,0,0,0,0,0,3000,AllOther,South Carolina,Public,No,No,2022
481,Citadel Military C. South Carolina,3000,0,0,0,0,0,0,0,0,3000,0,Business,South Carolina,Public,No,No,2022
371,Citadel Military C. South Carolina,3741000,2608000,0,124000,15000,82000,61000,0,0,222000,629000,FedGovFunds,South Carolina,Public,No,No,2022
514,Citadel Military C. South Carolina,336000,7000,0,80000,13000,102000,5000,25000,0,62000,42000,InstitutionalFunds,South Carolina,Public,No,No,2022
541,Citadel Military C. South Carolina,20000,0,0,20000,0,0,0,0,0,0,0,Nonprofit,South Carolina,Public,No,No,2022
392,Citadel Military C. South Carolina,270000,0,0,0,0,0,0,0,0,76000,194000,StateLocalGov,South Carolina,Public,No,No,2022
396,Colgate U.,4000,0,1000,0,0,3000,0,0,0,0,0,AllOther,New York,Private,No,No,2022
408,Colgate U.,78000,0,0,0,0,78000,0,0,0,0,0,Business,New York,Private,No,No,2022
490,Colgate U.,1570000,79000,501000,170000,113000,686000,0,21000,0,0,0,FedGovFunds,New York,Private,No,No,2022
347,Colgate U.,2625000,22000,226000,472000,33000,423000,112000,385000,0,0,952000,InstitutionalFunds,New York,Private,No,No,2022
490,Colgate U.,66000,0,0,34000,7000,25000,0,0,0,0,0,Nonprofit,New York,Private,No,No,2022
396,Illinois State U.,4000,0,0,4000,0,0,0,0,0,0,0,AllOther,Illinois,Public,No,No,2022
418,Illinois State U.,54000,0,3000,0,0,41000,0,0,0,6000,4000,Business,Illinois,Public,No,No,2022
304,Illinois State U.,8673000,141000,394000,3898000,145000,1219000,0,0,0,0,2876000,FedGovFunds,Illinois,Public,No,No,2022
212,Illinois State U.,14540000,23000,41000,85000,14000,22000,31000,8000,0,53000,14263000,InstitutionalFunds,Illinois,Public,No,No,2022
220,Illinois State U.,1752000,1000,0,346000,39000,413000,448000,35000,0,0,470000,Nonprofit,Illinois,Public,No,No,2022
350,Illinois State U.,487000,0,53000,155000,0,117000,10000,0,0,66000,86000,StateLocalGov,Illinois,Public,No,No,2022
396,Kettering U.,4000,0,0,0,0,0,0,0,0,4000,0,AllOther,Michigan,Private,No,No,2022
338,Kettering U.,214000,0,0,0,0,17000,0,0,0,197000,0,Business,Michigan,Private,No,No,2022
624,Kettering U.,213000,8000,0,0,0,2000,0,0,0,0,203000,FedGovFunds,Michigan,Private,No,No,2022
521,Kettering U.,294000,11000,0,0,3000,7000,0,0,0,135000,138000,InstitutionalFunds,Michigan,Private,No,No,2022
505,Kettering U.,57000,0,0,0,0,3000,0,0,0,54000,0,Nonprofit,Michigan,Private,No,No,2022
492,Kettering U.,34000,0,0,0,0,0,0,0,0,34000,0,StateLocalGov,Michigan,Private,No,No,2022
400,Central Connecticut State U.,3000,0,0,0,0,0,0,0,0,0,3000,AllOther,Connecticut,Public,No,No,2022
596,Central Connecticut State U.,511000,0,0,23000,0,64000,0,240000,0,143000,41000,FedGovFunds,Connecticut,Public,No,No,2022
499,Central Connecticut State U.,459000,27000,5000,98000,24000,40000,10000,62000,0,35000,158000,InstitutionalFunds,Connecticut,Public,No,No,2022
562,Central Connecticut State U.,4000,0,0,0,0,0,2000,0,0,0,2000,Nonprofit,Connecticut,Public,No,No,2022
469,Central Connecticut State U.,58000,0,0,0,0,0,7000,44000,0,7000,0,StateLocalGov,Connecticut,Public,No,No,2022
400,Connecticut C.,3000,0,0,0,0,0,0,3000,0,0,0,AllOther,Connecticut,Private,No,No,2022
584,Connecticut C.,620000,48000,0,152000,0,229000,102000,23000,0,0,66000,FedGovFunds,Connecticut,Private,No,No,2022
397,Connecticut C.,1252000,86000,0,325000,0,461000,223000,31000,0,0,126000,InstitutionalFunds,Connecticut,Private,No,No,2022
402,Appalachian State U.,2000,0,0,0,0,0,0,1000,0,0,1000,AllOther,North Carolina,Public (U. North Carolina),No,No,2022
255,Appalachian State U.,617000,0,0,556000,0,0,48000,8000,0,0,5000,Business,North Carolina,Public (U. North Carolina),No,No,2022
417,Appalachian State U.,2567000,260000,132000,1137000,6000,434000,84000,277000,0,42000,195000,FedGovFunds,North Carolina,Public (U. North Carolina),No,No,2022
331,Appalachian State U.,3129000,67000,315000,1169000,16000,539000,108000,103000,0,195000,617000,InstitutionalFunds,North Carolina,Public (U. North Carolina),No,No,2022
283,Appalachian State U.,771000,0,540000,141000,0,0,4000,16000,0,0,70000,Nonprofit,North Carolina,Public (U. North Carolina),No,No,2022
450,Appalachian State U.,103000,0,0,63000,0,40000,0,0,0,0,0,StateLocalGov,North Carolina,Public (U. North Carolina),No,No,2022
403,James Madison U.,1000,0,0,0,1000,0,0,0,0,0,0,AllOther,Virginia,Public,No,No,2022
335,James Madison U.,218000,0,39000,0,165000,14000,0,0,0,0,0,Business,Virginia,Public,No,No,2022
401,James Madison U.,2884000,72000,79000,1146000,71000,1195000,0,0,0,161000,160000,FedGovFunds,Virginia,Public,No,No,2022
227,James Madison U.,12602000,550000,736000,3106000,69000,919000,1155000,121000,0,335000,5611000,InstitutionalFunds,Virginia,Public,No,No,2022
326,James Madison U.,518000,72000,16000,83000,0,127000,1000,103000,0,29000,87000,Nonprofit,Virginia,Public,No,No,2022
296,James Madison U.,798000,267000,0,99000,29000,1000,0,1000,0,283000,118000,StateLocalGov,Virginia,Public,No,No,2022
403,Monmouth U.,1000,0,0,0,0,1000,0,0,0,0,0,AllOther,New Jersey,Private,No,No,2022
290,Monmouth U.,407000,0,381000,18000,0,0,0,0,0,0,8000,Business,New Jersey,Private,No,No,2022
594,Monmouth U.,535000,0,294000,81000,0,99000,12000,49000,0,0,0,FedGovFunds,New Jersey,Private,No,No,2022
565,Monmouth U.,93000,0,78000,9000,0,4000,0,0,0,0,2000,InstitutionalFunds,New Jersey,Private,No,No,2022
350,Monmouth U.,397000,0,316000,75000,0,6000,0,0,0,0,0,Nonprofit,New Jersey,Private,No,No,2022
345,Monmouth U.,505000,0,503000,2000,0,0,0,0,0,0,0,StateLocalGov,New Jersey,Private,No,No,2022
403,"Texas Tech U., Health Sciences Center, El Paso",1000,0,0,1000,0,0,0,0,0,0,0,AllOther,Texas,Public,No,Yes,2022
278,"Texas Tech U., Health Sciences Center, El Paso",475000,0,0,475000,0,0,0,0,0,0,0,Business,Texas,Public,No,Yes,2022
434,"Texas Tech U., Health Sciences Center, El Paso",2339000,0,0,1751000,0,0,0,0,0,0,588000,FedGovFunds,Texas,Public,No,Yes,2022
262,"Texas Tech U., Health Sciences Center, El Paso",8097000,0,0,7585000,0,0,0,0,0,0,512000,InstitutionalFunds,Texas,Public,No,Yes,2022
345,"Texas Tech U., Health Sciences Center, El Paso",438000,0,0,418000,0,0,0,0,0,0,20000,Nonprofit,Texas,Public,No,Yes,2022
190,"Texas Tech U., Health Sciences Center, El Paso",2856000,0,0,2843000,0,0,0,0,0,0,13000,StateLocalGov,Texas,Public,No,Yes,2022
403,U. Central Oklahoma,1000,0,0,0,0,0,0,0,0,0,1000,AllOther,Oklahoma,Public (Oklahoma State System of Higher Education),No,No,2022
399,U. Central Oklahoma,85000,2000,0,43000,1000,6000,1000,4000,0,9000,19000,Business,Oklahoma,Public (Oklahoma State System of Higher Education),No,No,2022
462,U. Central Oklahoma,1869000,127000,0,758000,54000,200000,52000,85000,0,392000,201000,FedGovFunds,Oklahoma,Public (Oklahoma State System of Higher Education),No,No,2022
303,U. Central Oklahoma,4365000,93000,0,2210000,44000,313000,68000,216000,0,450000,971000,InstitutionalFunds,Oklahoma,Public (Oklahoma State System of Higher Education),No,No,2022
563,U. Central Oklahoma,3000,0,0,3000,0,0,0,0,0,0,0,Nonprofit,Oklahoma,Public (Oklahoma State System of Higher Education),No,No,2022
308,U. Central Oklahoma,747000,16000,0,379000,7000,53000,12000,37000,0,77000,166000,StateLocalGov,Oklahoma,Public (Oklahoma State System of Higher Education),No,No,2022
22,"U. Louisiana, Lafayette",74657000,5319000,1222000,52686000,832000,510000,0,61000,0,7649000,6378000,Business,Louisiana,Public (State of Louisiana Board of Regents),No,No,2022
143,"U. Louisiana, Lafayette",77110000,12682000,1843000,28295000,158000,194000,0,3630000,0,9736000,20572000,FedGovFunds,Louisiana,Public (State of Louisiana Board of Regents),No,No,2022
148,"U. Louisiana, Lafayette",42605000,4264000,1276000,6434000,1879000,3045000,50000,123000,0,12441000,13093000,InstitutionalFunds,Louisiana,Public (State of Louisiana Board of Regents),No,No,2022
383,"U. Louisiana, Lafayette",288000,0,18000,15000,0,0,16000,2000,0,237000,0,Nonprofit,Louisiana,Public (State of Louisiana Board of Regents),No,No,2022
97,"U. Louisiana, Lafayette",10541000,3096000,80000,2301000,70000,208000,20000,647000,1343000,2196000,580000,StateLocalGov,Louisiana,Public (State of Louisiana Board of Regents),No,No,2022
53,Scripps Research Institute,35318000,0,0,35318000,0,0,0,0,0,0,0,Business,California,Private,No,No,2022
66,Scripps Research Institute,242135000,0,0,242135000,0,0,0,0,0,0,0,FedGovFunds,California,Private,No,No,2022
46,Scripps Research Institute,164488000,0,0,164488000,0,0,0,0,0,0,0,InstitutionalFunds,California,Private,No,No,2022
37,Scripps Research Institute,49274000,0,0,49274000,0,0,0,0,0,0,0,Nonprofit,California,Private,No,No,2022
239,Scripps Research Institute,1424000,0,0,1424000,0,0,0,0,0,0,0,StateLocalGov,California,Private,No,No,2022
61,Baylor C. of Medicine,28251000,0,0,28251000,0,0,0,0,0,0,0,Business,Texas,Private,No,No,2022
40,Baylor C. of Medicine,420054000,0,0,420054000,0,0,0,0,0,0,0,FedGovFunds,Texas,Private,No,No,2022
15,Baylor C. of Medicine,292730000,0,0,292730000,0,0,0,0,0,0,0,InstitutionalFunds,Texas,Private,No,No,2022
35,Baylor C. of Medicine,50815000,0,0,50815000,0,0,0,0,0,0,0,Nonprofit,Texas,Private,No,No,2022
38,Baylor C. of Medicine,35155000,0,0,35155000,0,0,0,0,0,0,0,StateLocalGov,Texas,Private,No,No,2022
81,Rush U.,15789000,0,0,15789000,0,0,0,0,0,0,0,Business,Illinois,Private,No,Yes,2022
142,Rush U.,79647000,0,0,75962000,0,0,3685000,0,0,0,0,FedGovFunds,Illinois,Private,No,Yes,2022
243,Rush U.,9884000,0,0,9884000,0,0,0,0,0,0,0,InstitutionalFunds,Illinois,Private,No,Yes,2022
121,Rush U.,8006000,0,0,7982000,0,0,24000,0,0,0,0,Nonprofit,Illinois,Private,No,Yes,2022
229,Rush U.,1548000,0,0,1548000,0,0,0,0,0,0,0,StateLocalGov,Illinois,Private,No,Yes,2022
108,"U. Texas, Dallas",9499000,337000,161000,460000,35000,358000,0,1000,0,8088000,59000,Business,Texas,Public,No,No,2022
156,"U. Texas, Dallas",60706000,6495000,316000,15344000,819000,9735000,2400000,526000,34000,24404000,633000,FedGovFunds,Texas,Public,No,No,2022
167,"U. Texas, Dallas",32378000,2416000,217000,7324000,489000,2945000,1274000,644000,163000,11155000,5751000,InstitutionalFunds,Texas,Public,No,No,2022
90,"U. Texas, Dallas",14449000,833000,96000,3527000,40000,1632000,568000,622000,12000,4506000,2613000,Nonprofit,Texas,Public,No,No,2022
85,"U. Texas, Dallas",13882000,98000,25000,4847000,46000,2039000,1359000,469000,721000,3157000,1121000,StateLocalGov,Texas,Public,No,No,2022
118,U. Texas Medical Branch,7267000,0,0,7267000,0,0,0,0,0,0,0,Business,Texas,Public,No,Yes,2022
113,U. Texas Medical Branch,123467000,0,0,122912000,0,0,0,0,0,555000,0,FedGovFunds,Texas,Public,No,Yes,2022
135,U. Texas Medical Branch,53371000,0,0,52310000,0,0,0,0,0,1061000,0,InstitutionalFunds,Texas,Public,No,Yes,2022
103,U. Texas Medical Branch,11932000,0,0,11930000,0,0,0,0,0,2000,0,Nonprofit,Texas,Public,No,Yes,2022
109,U. Texas Medical Branch,8481000,0,0,8456000,0,0,0,0,0,25000,0,StateLocalGov,Texas,Public,No,Yes,2022
119,"Southern Illinois U., Carbondale",7169000,5000,94000,6272000,0,28000,2000,5000,84000,679000,0,Business,Illinois,Public,No,No,2022
265,"Southern Illinois U., Carbondale",13582000,0,672000,10576000,4000,1027000,137000,180000,399000,587000,0,FedGovFunds,Illinois,Public,No,No,2022
183,"Southern Illinois U., Carbondale",24670000,373000,750000,20533000,4000,663000,104000,931000,296000,1016000,0,InstitutionalFunds,Illinois,Public,No,No,2022
289,"Southern Illinois U., Carbondale",744000,0,0,604000,1000,0,9000,103000,1000,26000,0,Nonprofit,Illinois,Public,No,No,2022
294,"Southern Illinois U., Carbondale",802000,11000,6000,485000,0,107000,0,139000,54000,0,0,StateLocalGov,Illinois,Public,No,No,2022
135,Abilene Christian U.,4907000,0,0,66000,0,4841000,0,0,0,0,0,Business,Texas,Private,No,No,2022
538,Abilene Christian U.,1032000,0,0,0,0,905000,0,0,0,29000,98000,FedGovFunds,Texas,Private,No,No,2022
533,Abilene Christian U.,231000,0,0,76000,0,18000,10000,6000,0,0,121000,InstitutionalFunds,Texas,Private,No,No,2022
449,Abilene Christian U.,140000,0,0,43000,0,67000,0,0,12000,0,18000,Nonprofit,Texas,Private,No,No,2022
139,Georgia Southern U.,4608000,0,60000,248000,0,3565000,42000,133000,32000,280000,248000,Business,Georgia,Public (U. System Georgia Board of Regents),No,No,2022
413,Georgia Southern U.,2605000,16000,199000,775000,48000,393000,0,432000,25000,468000,249000,FedGovFunds,Georgia,Public (U. System Georgia Board of Regents),No,No,2022
173,Georgia Southern U.,28826000,1087000,383000,5667000,1296000,1771000,952000,3459000,62000,2478000,11671000,InstitutionalFunds,Georgia,Public (U. System Georgia Board of Regents),No,No,2022
569,Georgia Southern U.,1000,0,0,0,0,0,0,0,0,1000,0,Nonprofit,Georgia,Public (U. System Georgia Board of Regents),No,No,2022
380,Georgia Southern U.,322000,1000,0,44000,0,11000,0,152000,0,75000,39000,StateLocalGov,Georgia,Public (U. System Georgia Board of Regents),No,No,2022
150,Albert Einstein C. of Medicine,3820000,0,0,3820000,0,0,0,0,0,0,0,Business,New York,Private,No,No,2022
71,Albert Einstein C. of Medicine,220780000,0,0,220780000,0,0,0,0,0,0,0,FedGovFunds,New York,Private,No,No,2022
101,Albert Einstein C. of Medicine,73665000,0,0,73665000,0,0,0,0,0,0,0,InstitutionalFunds,New York,Private,No,No,2022
77,Albert Einstein C. of Medicine,19330000,0,0,19330000,0,0,0,0,0,0,0,Nonprofit,New York,Private,No,No,2022
312,Albert Einstein C. of Medicine,719000,0,0,719000,0,0,0,0,0,0,0,StateLocalGov,New York,Private,No,No,2022
151,Cold Spring Harbor Laboratory,3766000,0,0,3766000,0,0,0,0,0,0,0,Business,New York,Private,No,No,2022
159,Cold Spring Harbor Laboratory,59163000,0,0,59163000,0,0,0,0,0,0,0,FedGovFunds,New York,Private,No,No,2022
157,Cold Spring Harbor Laboratory,36235000,0,0,36235000,0,0,0,0,0,0,0,InstitutionalFunds,New York,Private,No,No,2022
79,Cold Spring Harbor Laboratory,18736000,0,0,18736000,0,0,0,0,0,0,0,Nonprofit,New York,Private,No,No,2022
440,Cold Spring Harbor Laboratory,134000,0,0,134000,0,0,0,0,0,0,0,StateLocalGov,New York,Private,No,No,2022
163,"U. Puerto Rico, Medical Sciences Campus",3228000,0,0,3228000,0,0,0,0,0,0,0,Business,Puerto Rico,Public (U. Puerto Rico),No,Yes,2022
185,"U. Puerto Rico, Medical Sciences Campus",35050000,0,264000,34786000,0,0,0,0,0,0,0,FedGovFunds,Puerto Rico,Public (U. Puerto Rico),No,Yes,2022
259,"U. Puerto Rico, Medical Sciences Campus",8295000,0,0,8295000,0,0,0,0,0,0,0,InstitutionalFunds,Puerto Rico,Public (U. Puerto Rico),No,Yes,2022
273,"U. Puerto Rico, Medical Sciences Campus",1005000,0,0,1005000,0,0,0,0,0,0,0,StateLocalGov,Puerto Rico,Public (U. Puerto Rico),No,Yes,2022
177,"U. North Carolina, Charlotte",2689000,171000,25000,236000,0,296000,52000,18000,0,1501000,390000,Business,North Carolina,Public (U. North Carolina),No,No,2022
211,"U. North Carolina, Charlotte",26871000,7560000,673000,3320000,676000,2574000,504000,875000,0,8783000,1906000,FedGovFunds,North Carolina,Public (U. North Carolina),No,No,2022
230,"U. North Carolina, Charlotte",11848000,950000,334000,1601000,122000,475000,415000,1538000,0,4243000,2170000,InstitutionalFunds,North Carolina,Public (U. North Carolina),No,No,2022
317,"U. North Carolina, Charlotte",560000,0,0,151000,5000,0,110000,88000,0,21000,185000,Nonprofit,North Carolina,Public (U. North Carolina),No,No,2022
260,"U. North Carolina, Charlotte",1158000,0,45000,335000,0,0,19000,0,0,548000,211000,StateLocalGov,North Carolina,Public (U. North Carolina),No,No,2022
180,Milwaukee School of Engineering,2485000,0,0,0,0,0,0,0,0,2485000,0,Business,Wisconsin,Private,No,No,2022
542,Milwaukee School of Engineering,969000,65000,0,0,0,0,0,0,0,904000,0,FedGovFunds,Wisconsin,Private,No,No,2022
572,Milwaukee School of Engineering,79000,0,0,0,0,0,0,0,0,79000,0,InstitutionalFunds,Wisconsin,Private,No,No,2022
552,Milwaukee School of Engineering,12000,0,0,0,0,0,0,0,0,12000,0,Nonprofit,Wisconsin,Private,No,No,2022
186,Philadelphia C. of Osteopathic Medicine,2300000,0,0,2300000,0,0,0,0,0,0,0,Business,Pennsylvania,Private,No,No,2022
632,Philadelphia C. of Osteopathic Medicine,40000,0,0,40000,0,0,0,0,0,0,0,FedGovFunds,Pennsylvania,Private,No,No,2022
343,Philadelphia C. of Osteopathic Medicine,2675000,0,0,2675000,0,0,0,0,0,0,0,InstitutionalFunds,Pennsylvania,Private,No,No,2022
226,Philadelphia C. of Osteopathic Medicine,1595000,0,0,1595000,0,0,0,0,0,0,0,Nonprofit,Pennsylvania,Private,No,No,2022
471,Philadelphia C. of Osteopathic Medicine,57000,0,0,57000,0,0,0,0,0,0,0,StateLocalGov,Pennsylvania,Private,No,No,2022
188,Saint Joseph's U.,2252000,10000,0,1940000,0,174000,128000,0,0,0,0,Business,Pennsylvania,Private,No,No,2022
425,Saint Joseph's U.,2520000,85000,0,1405000,0,456000,0,176000,0,0,398000,FedGovFunds,Pennsylvania,Private,No,No,2022
348,Saint Joseph's U.,2609000,31000,0,1436000,15000,601000,27000,101000,0,0,398000,InstitutionalFunds,Pennsylvania,Private,No,No,2022
340,Saint Joseph's U.,455000,0,0,278000,0,166000,6000,0,0,0,5000,Nonprofit,Pennsylvania,Private,No,No,2022
255,Saint Joseph's U.,1205000,0,0,140000,0,0,134000,0,0,0,931000,StateLocalGov,Pennsylvania,Private,No,No,2022
216,Rowan U.,1177000,118000,35000,84000,111000,52000,0,0,0,669000,108000,Business,New Jersey,Public,No,No,2022
233,Rowan U.,18613000,422000,136000,5977000,286000,1309000,964000,0,134000,9274000,111000,FedGovFunds,New Jersey,Public,No,No,2022
299,Rowan U.,4546000,0,0,573000,0,0,0,0,0,3973000,0,InstitutionalFunds,New Jersey,Public,No,No,2022
268,Rowan U.,893000,0,107000,455000,0,122000,0,0,0,202000,7000,Nonprofit,New Jersey,Public,No,No,2022
149,Rowan U.,4720000,0,216000,3099000,0,0,91000,0,0,1314000,0,StateLocalGov,New Jersey,Public,No,No,2022
222,Pittsburg State U.,1051000,0,0,0,0,0,0,0,0,1051000,0,Business,Kansas,Public (Kansas Board of Regents),No,No,2022
